"","idGame","slugTeam","namePlayer","groupStartPosition","isStarter","idTeam","idPlayer","fgm","fga","pctFG","fg3m","fg3a","pctFG3","pctFT","fg2m","fg2a","pctFG2","cityTeam","teamName","minExact","ftm","fta","oreb","dreb","treb","ast","stl","blk","tov","pf","pts","plusminus"
"1",22000001,"GSW","Andrew Wiggins","F",TRUE,1610612744,203952,4,16,0.25,2,6,0.333333333333333,0.75,2,10,0.2,"Golden State","Andrew",31.2333333333333,3,4,0,2,2,1,0,1,4,4,13,-28
"2",22000001,"GSW","Eric Paschall","F",TRUE,1610612744,1629672,2,6,0.333,1,1,1,0.5,1,5,0.2,"Golden State","Eric",21.55,1,2,1,0,1,0,0,1,0,1,6,-28
"3",22000001,"GSW","James Wiseman","C",TRUE,1610612744,1630164,7,13,0.538,1,1,1,0.5,6,12,0.5,"Golden State","James",24.2833333333333,4,8,1,5,6,0,2,0,1,2,19,-10
"4",22000001,"GSW","Kelly Oubre Jr.","G",TRUE,1610612744,1626162,3,14,0.214,0,6,0,0,3,8,0.375,"Golden State","Kelly",25.65,0,0,4,3,7,2,1,2,3,1,6,-28
"5",22000001,"GSW","Stephen Curry","G",TRUE,1610612744,201939,7,21,0.333,2,10,0.2,1,5,11,0.454545454545455,"Golden State","Stephen",30.3166666666667,4,4,3,1,4,10,2,0,3,1,20,-23
"6",22000001,"GSW","Kevon Looney",NA,FALSE,1610612744,1626172,2,4,0.5,0,0,0,0,2,4,0.5,"Golden State","Kevon",11.2833333333333,0,1,0,2,2,0,0,0,2,3,4,-10
"7",22000001,"GSW","Kent Bazemore",NA,FALSE,1610612744,203145,1,2,0.5,0,1,0,0,1,1,1,"Golden State","Kent",11.5833333333333,0,0,0,2,2,2,1,0,2,3,2,-3
"8",22000001,"GSW","Damion Lee",NA,FALSE,1610612744,1627814,1,2,0.5,1,1,1,0,0,1,0,"Golden State","Damion",12.2333333333333,0,0,1,6,7,2,0,0,0,0,3,8
"9",22000001,"GSW","Marquese Chriss",NA,FALSE,1610612744,1627737,4,10,0.4,1,3,0.333333333333333,0,3,7,0.428571428571429,"Golden State","Marquese",12.4333333333333,0,0,3,5,8,1,0,0,0,2,9,-6
"10",22000001,"GSW","Jordan Poole",NA,FALSE,1610612744,1629673,1,4,0.25,0,1,0,0,1,3,0.333333333333333,"Golden State","Jordan",17.9166666666667,0,0,0,2,2,3,0,0,2,2,2,-3
"11",22000001,"GSW","Brad Wanamaker",NA,FALSE,1610612744,202954,0,2,0,0,1,0,0.75,0,1,0,"Golden State","Brad",21.6666666666667,3,4,0,1,1,3,0,0,1,2,3,1
"12",22000001,"GSW","Juan Toscano-Anderson",NA,FALSE,1610612744,1629308,2,2,1,0,0,0,0,2,2,1,"Golden State","Juan",13.25,0,0,0,4,4,2,0,2,0,3,4,-9
"13",22000001,"GSW","Mychal Mulder",NA,FALSE,1610612744,1628539,3,3,1,2,2,1,0,1,1,1,"Golden State","Mychal",6.6,0,0,0,1,1,0,0,0,0,0,8,9
"14",22000001,"BKN","Joe Harris","F",TRUE,1610612751,203925,4,8,0.5,2,5,0.4,0,2,3,0.666666666666667,"Brooklyn","Joe",20.7666666666667,0,0,2,5,7,2,0,1,2,2,10,21
"15",22000001,"BKN","Kevin Durant","F",TRUE,1610612751,201142,7,16,0.438,1,2,0.5,1,6,14,0.428571428571429,"Brooklyn","Kevin",24.9333333333333,7,7,1,4,5,3,3,1,1,3,22,26
"16",22000001,"BKN","DeAndre Jordan","C",TRUE,1610612751,201599,2,3,0.667,0,0,0,0,2,3,0.666666666666667,"Brooklyn","DeAndre",17.05,0,2,2,9,11,1,1,1,3,2,4,21
"17",22000001,"BKN","Spencer Dinwiddie","G",TRUE,1610612751,203915,2,6,0.333,1,3,0.333333333333333,1,1,3,0.333333333333333,"Brooklyn","Spencer",19.95,4,4,0,5,5,4,0,0,3,1,9,24
"18",22000001,"BKN","Kyrie Irving","G",TRUE,1610612751,202681,10,16,0.625,4,7,0.571428571428571,1,6,9,0.666666666666667,"Brooklyn","Kyrie",25.3,2,2,1,3,4,4,0,0,1,3,26,32
"19",22000001,"BKN","Jarrett Allen",NA,FALSE,1610612751,1628386,2,3,0.667,0,0,0,0.8,2,3,0.666666666666667,"Brooklyn","Jarrett",19.6166666666667,4,5,3,4,7,2,1,2,2,0,8,12
"20",22000001,"BKN","Landry Shamet",NA,FALSE,1610612751,1629013,1,4,0.25,1,4,0.25,0.75,0,0,0,"Brooklyn","Landry",19.7166666666667,3,4,0,1,1,0,1,0,2,3,6,12
"21",22000001,"BKN","Caris LeVert",NA,FALSE,1610612751,1627747,6,17,0.353,3,5,0.6,0.833,3,12,0.25,"Brooklyn","Caris",24.8166666666667,5,6,1,8,9,5,2,1,2,1,20,18
"22",22000001,"BKN","Jeff Green",NA,FALSE,1610612751,201145,3,4,0.75,1,2,0.5,0,2,2,1,"Brooklyn","Jeff",17.2833333333333,0,0,0,0,0,1,1,0,1,3,7,6
"23",22000001,"BKN","Taurean Prince",NA,FALSE,1610612751,1627752,0,1,0,0,1,0,0.5,0,0,0,"Brooklyn","Taurean",16.1,1,2,0,1,1,0,1,1,0,1,1,3
"24",22000001,"BKN","Reggie Perry",NA,FALSE,1610612751,1629617,1,3,0.333,0,1,0,0,1,2,0.5,"Brooklyn","Reggie",7.76666666666667,0,0,1,1,2,1,0,0,0,0,2,-8
"25",22000001,"BKN","Bruce Brown",NA,FALSE,1610612751,1628971,1,3,0.333,0,1,0,0,1,2,0.5,"Brooklyn","Bruce",7.51666666666667,0,0,0,1,1,1,0,0,2,1,2,-7
"26",22000001,"BKN","Timothe Luwawu-Cabarrot",NA,FALSE,1610612751,1627789,2,6,0.333,1,3,0.333333333333333,0,1,3,0.333333333333333,"Brooklyn","Timothe",6.6,0,0,1,1,2,0,0,0,1,2,5,-9
"27",22000001,"BKN","Rodions Kurucs",NA,FALSE,1610612751,1629066,1,1,1,1,1,1,0,0,0,0,"Brooklyn","Rodions",6.6,0,0,0,1,1,0,0,0,0,0,3,-9
